source_dataset,source_lookup_key,source_title,candidate_name,suggested_parent_slug,topic_slug,topic_name,relevance_score,exclusion_reason
course,66267,데이터통신,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,66270,데이터베이스,,,database,데이터베이스,0.95,existing_topic_not_auto_link_candidate
course,66270,데이터베이스,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,66271,인터넷프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66277,정보보호,,,networks,네트워크,0.50,existing_topic_not_auto_link_candidate
course,66285,오픈소스기초프로젝트,,,docker,Docker,0.80,existing_topic_not_auto_link_candidate
course,66285,오픈소스기초프로젝트,,,git,Git,0.80,existing_topic_not_auto_link_candidate
course,66285,오픈소스기초프로젝트,,,linux,Linux,0.80,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,git,Git,0.80,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,numpy,NumPy,0.80,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,pandas,Pandas,0.80,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,66289,오픈소스개발프로젝트,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,66292,오픈소스전문프로젝트,,,programming,프로그래밍,0.50,existing_topic_not_auto_link_candidate
course,66294,인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,66294,인공지능,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,66301,데이터마이닝,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,66301,데이터마이닝,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,66302,컴퓨터프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66302,컴퓨터프로그래밍,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,66302,컴퓨터프로그래밍,,,data-structures,자료구조,0.75,existing_topic_not_auto_link_candidate
course,66302,컴퓨터프로그래밍,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,66303,고급컴퓨터프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66305,컴퓨터응용프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66305,컴퓨터응용프로그래밍,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,66305,컴퓨터응용프로그래밍,,,data-structures,자료구조,0.50,existing_topic_not_auto_link_candidate
course,66308,알고리즘,,,data-structures,자료구조,0.80,existing_topic_not_auto_link_candidate
course,66308,알고리즘,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,66309,객체지향프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66309,객체지향프로그래밍,,,java,Java,0.73,existing_topic_not_auto_link_candidate
course,66312,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,66317,머신러닝,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,66317,머신러닝,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,66329,오픈소스기초프로젝트,,,c-language,C언어,0.83,existing_topic_not_auto_link_candidate
course,66329,오픈소스기초프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66332,객체지향프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66333,객체지향프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66335,오픈소스개발프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66336,윈도우프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66345,객체지향 프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66350,컴퓨터구조,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66354,시스템프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66356,확률및통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66356,확률및통계,표본추출,probability-statistics,,,0.80,review_candidate_not_approved
course,66357,확률및통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66357,확률및통계,표본추출,probability-statistics,,,0.80,review_candidate_not_approved
course,66358,운영체제,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,66358,운영체제,,,linux,Linux,0.80,existing_topic_not_auto_link_candidate
course,66361,객체지향 설계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66371,데이터베이스시스템,,,database,데이터베이스,0.95,existing_topic_not_auto_link_candidate
course,66371,데이터베이스시스템,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66371,데이터베이스시스템,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,66372,데이터베이스시스템,,,database,데이터베이스,0.95,existing_topic_not_auto_link_candidate
course,66372,데이터베이스시스템,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,66377,인공지능,,,artificial-intelligence,인공지능,0.98,existing_topic_not_auto_link_candidate
course,66377,인공지능,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,66377,인공지능,,,testing,테스트,0.50,existing_topic_not_auto_link_candidate
course,66378,인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,66381,펌웨어프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66385,오픈소스개발프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66385,오픈소스개발프로젝트,,,java,Java,0.50,existing_topic_not_auto_link_candidate
course,66386,오픈소스개발프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66386,오픈소스개발프로젝트,,,java,Java,0.50,existing_topic_not_auto_link_candidate
course,66387,오픈소스전문프로젝트,,,programming,프로그래밍,0.50,existing_topic_not_auto_link_candidate
course,66388,오픈소스전문프로젝트,,,programming,프로그래밍,0.50,existing_topic_not_auto_link_candidate
course,66389,클라우드컴퓨팅,,,cloud-basics,클라우드 기초,0.50,existing_topic_not_auto_link_candidate
course,66390,빅데이터시스템설계,,,nosql,NoSQL,0.80,existing_topic_not_auto_link_candidate
course,66390,빅데이터시스템설계,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66391,기계학습,,,artificial-intelligence,인공지능,0.50,existing_topic_not_auto_link_candidate
course,66391,기계학습,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,66391,기계학습,,,testing,테스트,0.50,existing_topic_not_auto_link_candidate
course,66395,오픈소스기초프로젝트,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,66395,오픈소스기초프로젝트,,,git,Git,0.80,existing_topic_not_auto_link_candidate
course,66395,오픈소스기초프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66399,오픈소스 웹소프트웨어,,,javascript,JavaScript,0.83,existing_topic_not_auto_link_candidate
course,66399,오픈소스 웹소프트웨어,표현식,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66399,오픈소스 웹소프트웨어,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,66399,오픈소스 웹소프트웨어,,,programming,프로그래밍,0.50,existing_topic_not_auto_link_candidate
course,66399,오픈소스 웹소프트웨어,,,programming-basic-syntax,프로그래밍 기초 문법,0.50,existing_topic_not_auto_link_candidate
course,66400,오픈소스 웹소프트웨어,,,javascript,JavaScript,0.83,existing_topic_not_auto_link_candidate
course,66400,오픈소스 웹소프트웨어,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66400,오픈소스 웹소프트웨어,,,react,React,0.80,existing_topic_not_auto_link_candidate
course,66437,확률및통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66438,확률및통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66442,공학수학 II,,,linear-algebra,선형대수,0.80,existing_topic_not_auto_link_candidate
course,66448,통신공학,인덱스,database-design,,,0.80,review_candidate_not_approved
course,66449,통신공학,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66450,통신공학,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66459,디지털통신,표본추출,probability-statistics,,,0.80,review_candidate_not_approved
course,66460,디지털통신,표본추출,probability-statistics,,,0.80,review_candidate_not_approved
course,66465,인터넷통신설계,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66465,인터넷통신설계,,,linux,Linux,0.80,existing_topic_not_auto_link_candidate
course,66465,인터넷통신설계,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66470,자바프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66470,자바프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.50,existing_topic_not_auto_link_candidate
course,66473,임베디드소프트웨어실습,,,c-language,C언어,0.80,existing_topic_not_auto_link_candidate
course,66473,임베디드소프트웨어실습,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,66476,모바일프로그래밍및실습,,,programming,프로그래밍,0.98,existing_topic_not_auto_link_candidate
course,66476,모바일프로그래밍및실습,,,design-patterns,디자인 패턴,0.80,existing_topic_not_auto_link_candidate
course,66476,모바일프로그래밍및실습,,,javascript,JavaScript,0.80,existing_topic_not_auto_link_candidate
course,66476,모바일프로그래밍및실습,,,react,React,0.80,existing_topic_not_auto_link_candidate
course,66476,모바일프로그래밍및실습,,,java,Java,0.70,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,linux,Linux,0.80,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,66500,오픈소스 전문프로젝트,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,linux,Linux,0.80,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,github,GitHub,0.80,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,66502,오픈소스 전문프로젝트,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,66508,빅데이터시스템설계,인덱스,database-design,,,0.80,review_candidate_not_approved
course,66508,빅데이터시스템설계,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,66508,빅데이터시스템설계,,,database,데이터베이스,0.50,existing_topic_not_auto_link_candidate
course,66511,캡스톤디자인,SELECT,sql,,,0.80,review_candidate_not_approved
course,66512,캡스톤디자인,SELECT,sql,,,0.80,review_candidate_not_approved
course,66516,임베디드IoT응용실험,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,66517,임베디드IoT응용실험,,,javascript,JavaScript,0.50,existing_topic_not_auto_link_candidate
course,66517,임베디드IoT응용실험,,,programming,프로그래밍,0.50,existing_topic_not_auto_link_candidate
course,66517,임베디드IoT응용실험,,,java,Java,0.45,existing_topic_not_auto_link_candidate
course,66526,객체지향 프로그래밍(C++),,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,66534,고급컴퓨터프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,66534,고급컴퓨터프로그래밍,,,data-structures,자료구조,0.83,existing_topic_not_auto_link_candidate
course,66534,고급컴퓨터프로그래밍,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,66534,고급컴퓨터프로그래밍,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,66542,확률및통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,66549,인공지능과 기계학습,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,66551,운영체제의이해,,,networks,네트워크,0.83,existing_topic_not_auto_link_candidate
course,66551,운영체제의이해,,,linux,Linux,0.73,existing_topic_not_auto_link_candidate
course,66552,빅데이터이해와분석,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,66552,빅데이터이해와분석,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,66554,인공지능 융합의 이해,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,67814,취약점분석 및 모의해킹,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,67814,취약점분석 및 모의해킹,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,67815,정보보호컨설팅,,,authentication-authorization,인증과 인가,0.45,existing_topic_not_auto_link_candidate
course,7185,데이터분석프로그래밍,,,data-analysis,데이터 분석,0.83,existing_topic_not_auto_link_candidate
course,7185,데이터분석프로그래밍,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,7185,데이터분석프로그래밍,,,programming,프로그래밍,0.98,course_prerequisite_relation_excluded
course,7185,데이터분석프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.65,course_prerequisite_relation_excluded
course,7198,인공지능과법,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,7201,머신러닝을이용한재난통계,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,7904,빅데이터와금융,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,8290,경영데이터분석,,,data-analysis,데이터 분석,0.83,existing_topic_not_auto_link_candidate
course,8290,경영데이터분석,,,data-collection,데이터 수집,0.80,existing_topic_not_auto_link_candidate
course,8290,경영데이터분석,,,database,데이터베이스,0.68,course_prerequisite_relation_excluded
course,8291,경영데이터분석,,,data-collection,데이터 수집,0.80,existing_topic_not_auto_link_candidate
course,8291,경영데이터분석,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,8291,경영데이터분석,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,8291,경영데이터분석,,,database,데이터베이스,0.68,course_prerequisite_relation_excluded
course,8295,데이터베이스입문,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,8295,데이터베이스입문,,,normalization,정규화,0.80,existing_topic_not_auto_link_candidate
course,8295,데이터베이스입문,,,relational-database,관계형 데이터베이스,0.80,existing_topic_not_auto_link_candidate
course,8296,데이터베이스입문,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,8296,데이터베이스입문,,,normalization,정규화,0.80,existing_topic_not_auto_link_candidate
course,8298,데이터베이스입문,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,deep-learning,딥러닝,0.83,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,computer-vision,컴퓨터 비전,0.80,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,natural-language-processing,자연어 처리,0.80,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,881,인공지능개론,,,testing,테스트,0.50,existing_topic_not_auto_link_candidate
course,8922,공학응용인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,8922,공학응용인공지능,,,python,Python,0.50,existing_topic_not_auto_link_candidate
course,8924,공학응용인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,8925,공학응용인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,8925,공학응용인공지능,,,reinforcement-learning,강화학습,0.80,existing_topic_not_auto_link_candidate
course,9170,공학수학 1,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,9171,공학수학 2,,,calculus,미적분,0.83,existing_topic_not_auto_link_candidate
course,923,풀사료자원과빅데이터,,,probability-statistics,확률과 통계,0.70,existing_topic_not_auto_link_candidate
course,971,인공지능과동물산업,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,971,인공지능과동물산업,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,971,인공지능과동물산업,,,programming-basic-syntax,프로그래밍 기초 문법,0.65,course_prerequisite_relation_excluded
course,9783,컴퓨터구조개론,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,9785,인공지능개론,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,9785,인공지능개론,,,algorithms,알고리즘,0.68,course_prerequisite_relation_excluded
course,9786,프로그래밍언어1,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,9786,프로그래밍언어1,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,9787,프로그래밍언어2,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,9787,프로그래밍언어2,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,9789,객체지향언어,,,programming,프로그래밍,0.83,existing_topic_not_auto_link_candidate
course,9789,객체지향언어,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,9790,JAVA1,,,java,Java,0.45,existing_topic_not_auto_link_candidate
course,9794,데이터베이스개론,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,9794,데이터베이스개론,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,9795,기계학습응용,,,artificial-intelligence,인공지능,0.71,course_prerequisite_relation_excluded
course,9801,응용소프트웨어설계,,,oop,객체지향 프로그래밍,0.65,course_prerequisite_relation_excluded
course,9807,컴퓨터통신,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,9807,컴퓨터통신,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,9808,정보보안기술,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,9809,웹프로그래밍1,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,9809,웹프로그래밍1,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,9809,웹프로그래밍1,,,javascript,JavaScript,0.50,existing_topic_not_auto_link_candidate
course,9809,웹프로그래밍1,,,javascript-web-basics,JavaScript 웹 기초,0.50,existing_topic_not_auto_link_candidate
course,9809,웹프로그래밍1,,,programming-basic-syntax,프로그래밍 기초 문법,0.50,existing_topic_not_auto_link_candidate
course,9810,웹프로그래밍1,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,9810,웹프로그래밍1,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,9810,웹프로그래밍1,,,javascript,JavaScript,0.50,existing_topic_not_auto_link_candidate
course,9810,웹프로그래밍1,,,javascript-web-basics,JavaScript 웹 기초,0.50,existing_topic_not_auto_link_candidate
course,9810,웹프로그래밍1,,,programming-basic-syntax,프로그래밍 기초 문법,0.50,existing_topic_not_auto_link_candidate
course,9811,웹프로그래밍2,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,9811,웹프로그래밍2,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,9812,웹프로그래밍2,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,9812,웹프로그래밍2,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,9813,모바일소프트웨어,,,programming,프로그래밍,0.71,course_prerequisite_relation_excluded
course,9814,모바일소프트웨어,,,programming,프로그래밍,0.71,course_prerequisite_relation_excluded
course,9816,소프트웨어프로젝트2,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,9816,소프트웨어프로젝트2,,,algorithms,알고리즘,0.68,course_prerequisite_relation_excluded
course,9816,소프트웨어프로젝트2,,,database,데이터베이스,0.68,course_prerequisite_relation_excluded
course,9816,소프트웨어프로젝트2,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,9816,소프트웨어프로젝트2,,,computer-architecture,컴퓨터구조,0.65,course_prerequisite_relation_excluded
resource,0fa44287c0998043,C프로그래밍 고급,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
resource,0fa44287c0998043,C프로그래밍 고급,,,c-language,C언어,0.82,existing_topic_not_auto_link_candidate
resource,0fa44287c0998043,C프로그래밍 고급,,,operating-systems,운영체제,0.82,existing_topic_not_auto_link_candidate
resource,0fa44287c0998043,C프로그래밍 고급,,,programming-basic-syntax,프로그래밍 기초 문법,0.77,existing_topic_not_auto_link_candidate
resource,10fc1ba125aa910c,의료보건빅데이터분석,,,artificial-intelligence,인공지능,0.91,existing_topic_not_auto_link_candidate
resource,10fc1ba125aa910c,의료보건빅데이터분석,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,14681297019d55cc,컴퓨터과학과 코딩,,,programming,프로그래밍,0.82,existing_topic_not_auto_link_candidate
resource,14681297019d55cc,컴퓨터과학과 코딩,,,programming-basic-syntax,프로그래밍 기초 문법,0.77,existing_topic_not_auto_link_candidate
resource,1759e84268558322,컴퓨터 활용,,,statistical-analysis,통계 분석,0.82,existing_topic_not_auto_link_candidate
resource,19568,데이터 분석 기초,,,data-analysis,데이터 분석,1.00,existing_topic_not_auto_link_candidate
resource,19568,데이터 분석 기초,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
resource,19573,인공지능과문제해결,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19573,인공지능과문제해결,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
resource,19573,인공지능과문제해결,,,python,Python,0.75,existing_topic_not_auto_link_candidate
resource,19596,생성형 인공지능 입문,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19596,생성형 인공지능 입문,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
resource,19597,모두를 위한 머신러닝,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
resource,19600,데이터베이스 보안,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
resource,19600,데이터베이스 보안,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,19600,데이터베이스 보안,,,relational-database,관계형 데이터베이스,0.80,existing_topic_not_auto_link_candidate
resource,19600,데이터베이스 보안,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
resource,19600,데이터베이스 보안,,,authentication-authorization,인증과 인가,0.70,existing_topic_not_auto_link_candidate
resource,19600,데이터베이스 보안,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
resource,19643,현대 딥러닝 구조의 이해와 응용,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,19648,인공지능의 기초 이해,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19648,인공지능의 기초 이해,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,19648,인공지능의 기초 이해,,,database,데이터베이스,0.80,existing_topic_not_auto_link_candidate
resource,19648,인공지능의 기초 이해,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
resource,19648,인공지능의 기초 이해,,,python,Python,0.80,existing_topic_not_auto_link_candidate
resource,1966b264204f1a3e,라즈베리파이 실습,,,software-design,소프트웨어 설계,0.82,existing_topic_not_auto_link_candidate
resource,19674,데이터의 힘 : 뇌를 닮은 알고리즘과 딥러닝 탐험,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
resource,19674,데이터의 힘 : 뇌를 닮은 알고리즘과 딥러닝 탐험,,,data-collection,데이터 수집,0.80,existing_topic_not_auto_link_candidate
resource,19674,데이터의 힘 : 뇌를 닮은 알고리즘과 딥러닝 탐험,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
resource,19675,AI와의 첫 만남 : 생성형 인공지능으로 보는 미래,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19675,AI와의 첫 만남 : 생성형 인공지능으로 보는 미래,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,19675,AI와의 첫 만남 : 생성형 인공지능으로 보는 미래,,,generative-ai,생성형 AI,0.80,existing_topic_not_auto_link_candidate
resource,19675,AI와의 첫 만남 : 생성형 인공지능으로 보는 미래,,,machine-learning,머신러닝,0.80,existing_topic_not_auto_link_candidate
resource,19726,AI 기계학습,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
resource,19726,AI 기계학습,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
resource,19726,AI 기계학습,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
resource,19727,AI기반 빅데이터 분석을 통한 지역 재생 정보 활용,,,data-analysis,데이터 분석,1.00,existing_topic_not_auto_link_candidate
resource,19727,AI기반 빅데이터 분석을 통한 지역 재생 정보 활용,,,data-visualization,데이터 시각화,0.80,existing_topic_not_auto_link_candidate
resource,19727,AI기반 빅데이터 분석을 통한 지역 재생 정보 활용,,,data-structures,자료구조,0.80,existing_topic_not_auto_link_candidate
resource,19727,AI기반 빅데이터 분석을 통한 지역 재생 정보 활용,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
resource,19727,AI기반 빅데이터 분석을 통한 지역 재생 정보 활용,,,python,Python,0.70,existing_topic_not_auto_link_candidate
resource,19728,AI 알고리즘,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
resource,19728,AI 알고리즘,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
resource,19731,HCI와 함께하는 소프트웨어 공학,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
resource,19731,HCI와 함께하는 소프트웨어 공학,,,software-design,소프트웨어 설계,0.80,existing_topic_not_auto_link_candidate
resource,19749,산업응용을 위한 인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19749,산업응용을 위한 인공지능,,,data-preprocessing,데이터 전처리,0.80,existing_topic_not_auto_link_candidate
resource,19749,산업응용을 위한 인공지능,,,python,Python,0.80,existing_topic_not_auto_link_candidate
resource,19750,설명 가능한 인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
resource,19750,설명 가능한 인공지능,,,data-preprocessing,데이터 전처리,0.80,existing_topic_not_auto_link_candidate
resource,19750,설명 가능한 인공지능,,,code-review,코드 리뷰,0.80,existing_topic_not_auto_link_candidate
resource,19750,설명 가능한 인공지능,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
resource,19773,고급 파이썬과 데이터 분석,,,data-analysis,데이터 분석,0.95,existing_topic_not_auto_link_candidate
resource,19773,고급 파이썬과 데이터 분석,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
resource,19773,고급 파이썬과 데이터 분석,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
resource,19812,컴퓨터 네트워크,인터넷,networks,,,0.80,review_candidate_not_approved
resource,19900,AI 프롬프트로 여는 메타버스 콘텐츠 기획,,,generative-ai,생성형 AI,0.80,existing_topic_not_auto_link_candidate
