curriculum_course_lookup_key,course_name,topic_lookup_key,topic_name,topic_depth,parent_topic_slug,relevance_score,extraction_method,is_primary,matched_fields,match_types,link_type
10164,플랜트 빅데이터 분석 실습,data-analysis-project,데이터 분석 프로젝트,,,0.90,keyword,true,course_name_clean,alias,existing_topic
10165,인공지능 및 기계학습 개론,machine-learning,머신러닝,,,0.93,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
14660,C프로그래밍과실습,function,함수,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
14726,공학수학 2,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14731,선형대수,eigenvalue-eigenvector,고윳값과 고유벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,inverse-matrix,역행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,linear-transformation,선형변환,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14731,선형대수,vector-space,벡터공간,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14732,수치해석,numerical-analysis,수치해석,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
14781,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
14781,이산수학,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14781,이산수학,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14782,이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14782,이산수학,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14782,이산수학,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14783,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
14785,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
14788,이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14789,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14790,자료구조,data-structures,자료구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
14790,자료구조,searching,탐색,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
14791,자료구조,data-structures,자료구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
14792,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14804,운영체제,operating-systems,운영체제,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
14805,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
14807,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
14808,알고리즘1,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14810,알고리즘1,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14818,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14819,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14838,네트워크프로그래밍,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14839,네트워크프로그래밍,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
14920,확률과정,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
14921,확률과정,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15136,이동통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15140,기계학습시스템설계,machine-learning,머신러닝,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
15170,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
15171,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
15173,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15174,파이썬프로그래밍,python,Python,,,0.93,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
15175,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
15177,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15179,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
15182,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
15212,선형대수,linear-algebra,선형대수,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
15213,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15213,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15214,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15214,선형대수,eigenvalue-eigenvector,고윳값과 고유벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15214,선형대수,linear-transformation,선형변환,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15214,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15214,선형대수,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15215,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15217,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15217,선형대수,eigenvalue-eigenvector,고윳값과 고유벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15217,선형대수,linear-transformation,선형변환,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15217,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15217,선형대수,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15219,수치해석,numerical-analysis,수치해석,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15220,수치해석,numerical-analysis,수치해석,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
15221,수치해석,numerical-analysis,수치해석,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
15222,수치해석,numerical-analysis,수치해석,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
15248,소셜네트워크,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
15251,이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15252,이산수학,discrete-mathematics,이산수학,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
15253,이산수학,discrete-mathematics,이산수학,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
15254,이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15257,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
15258,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
15259,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
15260,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15260,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15260,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15260,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15260,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15260,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15261,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15262,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15262,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15262,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15262,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15262,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15262,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15263,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15263,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15263,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15263,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15263,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15263,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15264,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15264,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15264,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15264,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15264,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15264,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15272,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
15273,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15273,자료구조응용,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15273,자료구조응용,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15273,자료구조응용,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15273,자료구조응용,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15273,자료구조응용,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15274,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15274,자료구조응용,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15274,자료구조응용,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15274,자료구조응용,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15274,자료구조응용,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15274,자료구조응용,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15275,자료구조응용,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15276,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15276,자료구조응용,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15276,자료구조응용,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15276,자료구조응용,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15276,자료구조응용,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15276,자료구조응용,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15277,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15277,자료구조응용,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15277,자료구조응용,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15277,자료구조응용,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15277,자료구조응용,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15277,자료구조응용,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15278,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15279,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15282,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15283,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15288,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15289,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15291,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15292,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15297,알고리즘1,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15298,알고리즘1,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15299,알고리즘1,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15300,알고리즘1,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15310,데이타통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15311,데이타통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15317,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15319,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15328,네트워크프로그래밍,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15328,네트워크프로그래밍,tcp-ip,TCP/IP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15329,네트워크프로그래밍,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15330,네트워크프로그래밍,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15358,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15359,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15362,수치해석,numerical-analysis,수치해석,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15368,알고리즘,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15377,머신러닝 응용,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15378,머신러닝 응용,machine-learning,머신러닝,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15379,머신러닝,machine-learning,머신러닝,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15380,딥러닝,deep-learning,딥러닝,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
15407,이산수학,discrete-mathematics,이산수학,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
15409,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
15410,확률및통계,probability-statistics,확률과 통계,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
15411,확률및통계,probability-statistics,확률과 통계,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
15412,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
15413,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15413,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15413,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15413,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15413,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15413,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15414,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
15414,자료구조,searching,탐색,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15415,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15422,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15422,자료구조응용,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15422,자료구조응용,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15422,자료구조응용,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15422,자료구조응용,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15422,자료구조응용,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15423,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
15424,자료구조응용,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15425,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15426,자바프로그래밍,java,Java,,,0.88,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
15428,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15429,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
15435,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
15438,컴퓨팅사고와 SW코딩,searching,탐색,3,algorithms,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15438,컴퓨팅사고와 SW코딩,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15448,알고리즘실습,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15451,컴퓨터망프로그래밍,tcp-ip,TCP/IP,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
15463,기계학습개론,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
15464,기계학습개론,machine-learning,머신러닝,,,0.93,keyword,true,course_name_clean|main_textbook_clean,alias,existing_topic
15466,컴퓨터비전,computer-vision,컴퓨터 비전,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
15466,컴퓨터비전,classification,분류,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
15476,무선네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
15477,무선네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
16008,데이터마이닝,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
16053,경영빅데이터분석개론,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
16053,경영빅데이터분석개론,regression,회귀,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
16061,데이터분석모형과활용,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17281,공학수학1,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17287,공학수학2,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17314,AI기초,cnn,CNN,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17314,AI기초,rnn,RNN,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17349,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
17367,공학수학1,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17367,공학수학1,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17380,선형대수학,linear-algebra,선형대수,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
17380,선형대수학,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17380,선형대수학,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17415,로봇공학,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17435,공학수학1,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17459,제어계측프로그래밍2,function,함수,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17461,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
17509,전자장수치해석,numerical-analysis,수치해석,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
17894,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
17895,운영체제커널,operating-systems,운영체제,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
17909,자료구조및알고리즘PBL,data-structures,자료구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
17909,자료구조및알고리즘PBL,algorithms,알고리즘,,,0.95,keyword,false,course_name_clean,topic_name,existing_topic
17909,자료구조및알고리즘PBL,hash,해시,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17947,기계학습,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
17947,기계학습,classification,분류,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17947,기계학습,regression,회귀,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
17948,데이터베이스,query,쿼리,3,sql,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
17959,수치해석,numerical-analysis,수치해석,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
17987,공학수학1/이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
17994,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
18014,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
18014,객체지향프로그래밍,http,HTTP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
18015,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
18015,객체지향프로그래밍,http,HTTP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
18018,객체지향프로그래밍실습,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
18018,객체지향프로그래밍실습,http,HTTP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
18023,공학수학2,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
22110,심리데이터분석,regression,회귀,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
26619,기계학습,machine-learning,머신러닝,,,0.93,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
26640,데이터마이닝,neural-network,신경망,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
26640,데이터마이닝,regression,회귀,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
26640,데이터마이닝,supervised-learning,지도학습,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
26640,데이터마이닝,unsupervised-learning,비지도학습,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
27271,인공지능,neural-network,신경망,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
